0,83,27,110685,237410,34304,27106,21827,28321,23592,11035
0,91,38,65595,87013,9070,68377,66276,19834,15290,8484
0,64,53,201798,52645,42079,119391,61666,12503,9329,12578
0,37,60,177335,168016,59961,17363,31360,9735,18017,5563
0,40,70,113340,50084,19066,12330,4874,7713,2732,1841
0,40,87,41413,58745,95585,21576,29154,18547,21951,13390
0,60,75,460165,88567,54405,19943,28444,25095,14647,8236
0,93,77,37854,37022,33377,4936,33209,27626,5842,4890
0,100,87,21239,21193,43186,11353,9951,22325,20225,11850
0,100,90,57604,21728,77415,36667,27426,15014,6743,3128
0,100,87,64286,14230,3851,26662,21272,37493,8771,14219
0,83,93,83047,20137,2329,14348,2777,3823,3673,1688
0,70,69,52885,51076,2562,14236,16859,15213,13322,5538
0,77,48,139361,22295,3393,13007,14498,9428,6482,4964
0,57,53,33935,58186,18661,35499,24951,19166,5749,6221
0,69,43,141143,77353,21474,28689,21079,40958,9741,6971
0,67,57,545368,34420,21234,18673,19126,15258,11893,4057
0,57,57,76685,40917,11212,12532,12026,7026,3095,3121
0,48,37,70832,197923,11769,21426,28953,19162,5056,3001
0,43,41,47642,78019,33593,31254,23865,27113,4722,4131
0,47,38,49037,39635,11150,19099,14174,17573,5823,5517
0,53,40,57136,56282,19002,13353,8158,14862,7886,4882
0,67,61,123463,13054,1822,13445,5146,7564,1606,980
0,67,70,57867,35544,28808,32448,11458,17236,15684,6310
0,67,78,28797,8234,10215,14330,12472,10171,16101,5043
0,74,88,54949,17683,38228,10256,16776,19309,12634,8109
0,75,69,566770,134166,16697,16784,21289,49408,6854,5950
0,74,66,119094,40640,27260,19157,9095,13402,11154,6818
0,64,48,1122301,265986,70699,9065,51688,48932,18000,10212
0,64,21,106769,98717,9564,11894,21067,33442,21852,9207
0,64,51,58834,7793,40878,18980,12975,20457,4695,5318
0,78,41,38527,25145,13877,10516,11137,26405,13122,2772
0,94,56,69844,16389,34136,12786,24820,35938,13454,4696
0,84,70,1233985,72964,3015,28893,10057,13347,12837,4048
0,78,44,111205,76592,8571,14323,9330,15020,11315,15046
0,64,47,141833,51470,20447,11826,11188,14647,6486,9557
0,56,27,75859,84188,9072,14914,15214,29330,12847,3320
0,60,35,67447,50539,8119,29638,8359,16305,6513,5087
0,57,54,67205,7837,9002,2558,1787,2713,1536,458
0,53,64,107530,62494,80649,10552,32931,18934,16962,5436
0,44,97,10002,23295,47047,30674,8964,15139,12460,4576
0,43,100,118005,7771,8122,12489,3446,4486,2197,1051
0,47,100,21989,15062,19915,36522,14379,13945,11511,4154
0,54,100,31885,21038,5109,41185,27634,17271,5516,12870
0,54,93,45243,23718,7710,7810,13571,6005,1544,1832
0,66,83,40376,8917,20087,42779,52452,29127,16951,4495
0,56,67,139534,35797,10867,8353,2847,4539,1926,1036
0,66,50,91338,42893,12454,8000,24614,37351,4341,6091
0,66,56,90427,51367,29760,22239,21282,14633,10958,4660
0,70,56,62697,11344,32435,21710,24726,43445,3890,4724
0,78,60,63961,45602,26760,15386,9538,12110,5254,3129
0,60,67,41094,78287,6096,38530,23751,16601,9961,8596
0,64,57,20162,28422,11576,10237,34706,10455,4129,1660
0,48,44,164497,86368,10317,19661,3752,21901,16305,4532
0,60,24,45335,17193,4442,894,5655,7882,2515,1035
0,67,35,74358,11221,5781,8912,2928,6908,2186,2650
0,67,50,77376,42538,24449,33243,17961,20156,6250,4347
0,74,51,70979,38991,7048,15413,11569,18150,8152,2688
0,75,57,32894,22630,8595,10973,37437,17690,13852,9212
0,80,50,38383,17092,16839,6878,22299,16009,4800,2879
0,56,35,126092,45197,8105,4356,1391,1352,791,325
0,63,41,63736,12766,6470,10864,9830,11657,5023,2454
0,67,50,60073,4185,4193,3458,7381,6674,7258,4303
0,60,53,27559,30667,1896,22880,7999,9710,10595,3032
0,77,64,8072,28137,1933,18811,6234,4880,7106,2132
0,74,61,26348,19155,3446,13947,13643,9993,7794,4178
