0,30,17,599090,85537,17138,27089,10888,8829,6548,6292
0,34,200,37,38,204248,30149,10281,6422,7070,2560,2548,1334
0,30,50,45747,42637,12002,31154,20697,11441,9790,6338
0,8,47,694463,211744,35047,30770,40316,7356,7283,5861
0,27,44,111186,6265,2159,669,2792,2029,799,1035
0,37,48,394248,31775,16866,10847,14953,4819,6275,6899
0,16,37,239815,142994,21200,23076,11899,5188,685,1863
0,23,27,724264,284537,1793,49033,29099,14087,9183,8309
0,14,37,76131,12439,3444,3756,1177,2593,1243,1112
0,16,26,907164,122626,21966,31037,41478,15071,6571,12925
0,35,20,404453,133922,23096,5790,16474,15401,8789,13127
0,50,35,49396,8903,2555,1365,937,1282,588,479
0,48,17,678491,116877,16159,9487,20585,16867,1523,466
0,50,16,1328375,141260,28959,22866,22711,18072,5340,1911
0,48,29,480570,15762,3546,4735,6003,2100,929,1496
0,29,16,124519,14768,2857,417,1407,531,459,116
0,17,30,864770,52017,20205,6325,7493,4267,2465,1476
0,4,35,726685,161013,63687,6824,36201,10222,4896,2938
0,1,40,2717300,83042,17430,33946,11781,6540,5430,3015
0,21,54,1392758,5820,1808,7148,10656,2847,1577,315
0,35,40,395547,559810,72624,47684,61448,99917,36782,24341
0,40,30,82506,39981,6612,2550,1899,2315,568,349
0,51,20,1756693,187354,27273,26469,20117,23151,9626,2765
26,51,20,1063743,202452,7526,42315,23619,16686,2559,1579
0,38,21,944056,39971,13008,15371,7762,6069,2495,634
0,20,35,1284900,26498,7183,4289,2436,1724,579,369
0,26,61,863737,4952,3365,5581,1866,1034,693,289
0,13,84,862907,41913,32770,17995,7261,3601,2997,1224
0,3,70,729991,35119,5520,2669,1682,1714,1712,1042
0,1,61,824079,82741,15261,3377,7380,3645,2654,1351
0,4,48,1902666,24894,11388,7677,7674,4397,826,452
26,4,48,2095022,72906,16737,20998,8856,7210,6203,3971
51,4,48,1276902,108027,16045,19407,17850,14308,2444,2302
26,4,48,1362618,148486,22127,77166,45429,29045,7774,4331
0,11,27,668172,43556,7785,6885,7084,3749,1021,1172
0,13,50,803698,14453,15367,7515,11255,1730,870,599
0,26,64,1020979,46711,9534,22790,8469,6992,3879,2120
0,34,64,2034920,59587,27383,28984,25770,17355,9063,6157
0,30,87,1365111,103571,115895,24204,17811,12369,5977,6018
0,38,63,191439,14024,1267,2268,911,1231,337,223
0,20,56,1281892,96835,15855,19521,11592,3687,2245,1033
0,1,37,556781,105561,11090,6959,5274,4663,5428,1711
0,1,16,756225,61275,17717,2847,6244,2755,5310,1706
0,8,23,668990,42177,12128,6641,4061,13113,2963,2394
0,17,48,297014,19118,29914,17185,6407,3578,3200,938
0,27,66,1335356,38510,11453,12471,3795,4197,1593,717
0,26,60,285143,148706,6930,23336,1340,5212,3668,2507
0,3,48,1173327,167520,10721,17763,18627,9640,2849,1374
0,1,16,881322,408915,32470,59227,24622,10289,5227,2055
0,1,1,2816556,1210267,34106,32610,19448,12362,8531,6837
