0,30,66,68608,30065,6360,2179,2723,11536,5252,878
0,53,83,2020,57,56,43533,30778,38809,18345,51504,13567,9247,12653
0,60,61,98442,13495,9470,49357,13059,45213,9274,3783
0,64,61,330166,14507,4708,3042,3392,6287,3296,2880
51,64,61,1476677,43574,7805,14739,6194,5568,1921,561
0,75,61,94449,17956,5325,2178,4353,8386,4602,1892
0,84,61,38400,9637,23670,21055,23443,29764,5985,7166
0,83,61,84699,4689,2213,30580,22245,18818,11738,13382
0,90,64,457785,9033,3349,9819,4261,12975,5099,2531
0,84,74,2626464,77473,41761,37943,8428,32478,44811,10277
0,74,66,132216,78791,15015,24170,21608,20537,10982,6590
0,57,61,1116870,46159,19102,9915,8937,6736,4511,1822
0,50,63,2462300,351553,182032,278708,320542,199502,46842,30146
51,50,63,599267,6338,3090,5604,3818,2244,937,349
0,53,64,555456,9927,14577,8024,8945,10775,3360,1974
0,47,67,816625,28278,8812,6964,4411,3465,1602,819
0,43,48,172983,21469,272,995,815,1458,512,283
0,24,35,405566,323000,30621,26193,34985,12770,6123,8117
0,13,14,363611,205368,14413,10182,45239,24383,22109,7475
0,24,16,135720,44032,4330,35579,14715,21593,8777,6593
0,40,37,9648,5088,1690,13539,19900,6880,20768,3982
0,56,50,36492,33791,18592,23788,22590,15594,11777,4710
0,61,48,43828,64922,4747,9613,115668,11944,16668,5677
0,41,41,1726542,67541,7846,8783,5100,2583,1989,1079
0,29,30,521941,12703,1316,1385,3036,1449,1201,409
0,35,30,15839,12589,11429,12830,12441,13966,7025,12520
0,47,51,24837,6377,4870,22990,12153,17116,20559,6210
0,80,53,21012,4626,3957,8429,26832,20626,13716,9435
0,97,53,28111,16177,3853,8663,41892,17822,14624,8271
0,97,53,6919,8627,15731,11500,27237,14584,5054,13119
0,90,44,50756,32178,4552,10699,6920,9106,4807,5104
0,70,54,16682,18635,5844,25317,14968,9454,10156,9455
0,64,57,24842,26493,6917,3654,9391,9666,12050,4717
0,63,56,37542,31942,8663,19670,7757,21954,10179,8820
0,64,48,120801,91120,6371,13059,6483,26039,9477,7387
0,60,38,86855,71373,8971,17446,14122,11843,6170,11134
0,56,34,312673,165384,16706,13579,20934,31429,12556,10710
0,66,27,11622,17163,13170,1960,23574,30735,8471,3181
0,83,34,14733,10711,2284,11316,13057,31365,14828,7405
0,91,34,84288,14136,2691,4962,5388,6031,4286,1362
0,100,43,13376,10235,7181,10470,12175,26055,14236,14256
0,77,51,394640,72904,31716,9312,7547,4187,5556,2943
0,43,61,798922,64039,37087,27978,7304,4815,8379,5202
0,26,51,143033,58531,3807,1932,2788,3018,1448,3609
0,21,54,60734,7429,6605,9728,7167,12455,15782,7164
0,44,44,13848,29894,1547,11186,25810,20574,13272,12878
0,66,43,15500,11511,4147,18449,5158,15107,6973,4405
0,94,56,20199,9885,5424,14177,8386,27458,14124,19076
0,75,63,2189059,133098,196029,75597,86408,23797,37320,28640
0,61,77,1301832,142284,46502,84782,40025,39585,28642,44413
0,53,66,154983,187565,20373,39523,20733,40531,20913,19709
0,34,56,79075,16397,959,2017,1073,2062,803,704
0,43,53,540739,68538,19106,71367,24139,27061,18726,13004
0,48,38,660067,77714,17007,4626,34809,21495,21267,18256
0,53,37,38592,103788,25392,2155,14656,41697,19877,9337
0,57,48,470003,488397,212805,140312,14466,144791,63443,55267
0,47,41,61257,45421,21089,1352,8073,3584,3241,1247
0,47,51,984017,53779,24192,10248,5152,17177,30494,16724
0,35,63,705834,114056,62753,15297,7497,15070,15156,26451
